# time  ID  size  fromHost  toHost  TTL  isResponse
1826.0000 M1826 500000 t49 t73 240 N 
1827.0000 M1827 500000 p30 p34 240 N 
1828.0000 M1828 500000 t40 p36 240 N 
1829.0000 M1829 500000 t43 p24 240 N 
1830.0000 M1830 500000 t56 t72 240 N 
1831.0000 M1831 500000 p15 t57 240 N 
1832.0000 M1832 500000 p6 t68 240 N 
1833.0000 M1833 500000 p23 t51 240 N 
1834.0000 M1834 500000 p5 t43 240 N 
1835.0000 M1835 500000 t47 p24 240 N 
1836.0000 M1836 500000 p35 t64 240 N 
1837.0000 M1837 500000 t59 p22 240 N 
1838.0000 M1838 500000 t50 t63 240 N 
1839.0000 M1839 500000 p38 t61 240 N 
1840.0000 M1840 500000 t47 t57 240 N 
1841.0000 M1841 500000 t54 p28 240 N 
1842.0000 M1842 500000 p23 p0 240 N 
1843.0000 M1843 500000 p25 t57 240 N 
1844.0000 M1844 500000 t74 t67 240 N 
1845.0000 M1845 500000 p32 p28 240 N 
1846.0000 M1846 500000 p19 p29 240 N 
1847.0000 M1847 500000 t68 t74 240 N 
1848.0000 M1848 500000 p21 t67 240 N 
1849.0000 M1849 500000 p19 t57 240 N 
1850.0000 M1850 500000 t61 p9 240 N 
1851.0000 M1851 500000 p34 t76 240 N 
1852.0000 M1852 500000 t41 t58 240 N 
1853.0000 M1853 500000 t77 p7 240 N 
1854.0000 M1854 500000 t61 t46 240 N 
1855.0000 M1855 500000 p13 p6 240 N 
1856.0000 M1856 500000 p7 t41 240 N 
1857.0000 M1857 500000 t44 p26 240 N 
1858.0000 M1858 500000 t42 t45 240 N 
1859.0000 M1859 500000 t69 t58 240 N 
1860.0000 M1860 500000 p12 t51 240 N 
1861.0000 M1861 500000 p5 t41 240 N 
1862.0000 M1862 500000 p15 t47 240 N 
1863.0000 M1863 500000 p12 t51 240 N 
1864.0000 M1864 500000 t69 p31 240 N 
1865.0000 M1865 500000 t70 p36 240 N 
1866.0000 M1866 500000 p27 p14 240 N 
1867.0000 M1867 500000 p4 t56 240 N 
1868.0000 M1868 500000 p31 p23 240 N 
1869.0000 M1869 500000 p39 p5 240 N 
1870.0000 M1870 500000 p30 p14 240 N 
1871.0000 M1871 500000 t51 t48 240 N 
1872.0000 M1872 500000 t49 p33 240 N 
1873.0000 M1873 500000 p34 t49 240 N 
1874.0000 M1874 500000 p36 p35 240 N 
1875.0000 M1875 500000 t67 t49 240 N 
1876.0000 M1876 500000 t41 p18 240 N 
1877.0000 M1877 500000 p23 p24 240 N 
1878.0000 M1878 500000 t72 t55 240 N 
1879.0000 M1879 500000 t72 p13 240 N 
1880.0000 M1880 500000 t67 p3 240 N 
1881.0000 M1881 500000 p25 p37 240 N 
1882.0000 M1882 500000 p32 p38 240 N 
1883.0000 M1883 500000 p6 p5 240 N 
1884.0000 M1884 500000 p21 t60 240 N 
1885.0000 M1885 500000 p20 t40 240 N 
1886.0000 M1886 500000 p38 p4 240 N 
1887.0000 M1887 500000 t54 t76 240 N 
1888.0000 M1888 500000 p31 t74 240 N 
1889.0000 M1889 500000 t77 t41 240 N 
1890.0000 M1890 500000 t45 p1 240 N 
1891.0000 M1891 500000 p29 t51 240 N 
1892.0000 M1892 500000 p37 p1 240 N 
1893.0000 M1893 500000 t70 t46 240 N 
1894.0000 M1894 500000 p4 p29 240 N 
1895.0000 M1895 500000 p0 t50 240 N 
1896.0000 M1896 500000 t66 p35 240 N 
1897.0000 M1897 500000 p36 t47 240 N 
1898.0000 M1898 500000 t55 p34 240 N 
1899.0000 M1899 500000 t60 p29 240 N 
1900.0000 M1900 500000 t55 p21 240 N 
1901.0000 M1901 500000 p23 t71 240 N 
1902.0000 M1902 500000 t74 p39 240 N 
1903.0000 M1903 500000 p33 p0 240 N 
1904.0000 M1904 500000 p11 p25 240 N 
1905.0000 M1905 500000 p22 t62 240 N 
1906.0000 M1906 500000 t57 t62 240 N 
1907.0000 M1907 500000 t46 p13 240 N 
1908.0000 M1908 500000 t63 t53 240 N 
1909.0000 M1909 500000 p21 p34 240 N 
1910.0000 M1910 500000 t63 t69 240 N 
1911.0000 M1911 500000 t57 p4 240 N 
1912.0000 M1912 500000 p36 t53 240 N 
1913.0000 M1913 500000 t41 t57 240 N 
1914.0000 M1914 500000 p16 t68 240 N 
1915.0000 M1915 500000 t43 p16 240 N 
1916.0000 M1916 500000 t42 t64 240 N 
1917.0000 M1917 500000 t62 p37 240 N 
1918.0000 M1918 500000 t61 t46 240 N 
1919.0000 M1919 500000 t46 p1 240 N 
1920.0000 M1920 500000 p31 t48 240 N 
1921.0000 M1921 500000 t78 p25 240 N 
1922.0000 M1922 500000 t69 p30 240 N 
1923.0000 M1923 500000 p6 t47 240 N 
1924.0000 M1924 500000 p0 t58 240 N 
1925.0000 M1925 500000 t54 p39 240 N 
1926.0000 M1926 500000 p16 p12 240 N 
1927.0000 M1927 500000 t64 p9 240 N 
1928.0000 M1928 500000 t63 p2 240 N 
1929.0000 M1929 500000 p23 t62 240 N 
1930.0000 M1930 500000 p35 t67 240 N 
1931.0000 M1931 500000 t55 p24 240 N 
1932.0000 M1932 500000 t52 t53 240 N 
1933.0000 M1933 500000 t70 p13 240 N 
1934.0000 M1934 500000 t60 t56 240 N 
1935.0000 M1935 500000 t76 t53 240 N 
1936.0000 M1936 500000 t52 p16 240 N 
1937.0000 M1937 500000 t63 t56 240 N 
1938.0000 M1938 500000 t69 p1 240 N 
1939.0000 M1939 500000 p7 t48 240 N 
1940.0000 M1940 500000 t77 t45 240 N 
1941.0000 M1941 500000 t78 t57 240 N 
1942.0000 M1942 500000 t63 t45 240 N 
1943.0000 M1943 500000 t66 p30 240 N 
1944.0000 M1944 500000 t61 p0 240 N 
1945.0000 M1945 500000 t40 p6 240 N 
1946.0000 M1946 500000 t60 t53 240 N 
1947.0000 M1947 500000 p18 t53 240 N 
1948.0000 M1948 500000 p30 p2 240 N 
1949.0000 M1949 500000 t58 t73 240 N 
1950.0000 M1950 500000 t70 p11 240 N 
1951.0000 M1951 500000 p27 t41 240 N 
1952.0000 M1952 500000 t51 t66 240 N 
1953.0000 M1953 500000 t57 p15 240 N 
1954.0000 M1954 500000 p23 p32 240 N 
1955.0000 M1955 500000 p21 p4 240 N 
1956.0000 M1956 500000 t56 p23 240 N 
1957.0000 M1957 500000 p2 t59 240 N 
1958.0000 M1958 500000 t75 p15 240 N 
1959.0000 M1959 500000 p5 p27 240 N 
1960.0000 M1960 500000 p4 p5 240 N 
1961.0000 M1961 500000 p28 p19 240 N 
1962.0000 M1962 500000 p6 p32 240 N 
1963.0000 M1963 500000 t71 p34 240 N 
1964.0000 M1964 500000 p31 t42 240 N 
1965.0000 M1965 500000 p9 t57 240 N 
1966.0000 M1966 500000 t42 t70 240 N 
1967.0000 M1967 500000 p10 t45 240 N 
1968.0000 M1968 500000 t70 p30 240 N 
1969.0000 M1969 500000 t66 p1 240 N 
1970.0000 M1970 500000 t58 p28 240 N 
1971.0000 M1971 500000 p2 t50 240 N 
1972.0000 M1972 500000 t53 t52 240 N 
1973.0000 M1973 500000 p10 t48 240 N 
1974.0000 M1974 500000 t71 p28 240 N 
1975.0000 M1975 500000 t69 t53 240 N 
1976.0000 M1976 500000 t41 p29 240 N 
1977.0000 M1977 500000 p7 t65 240 N 
1978.0000 M1978 500000 p10 p35 240 N 
1979.0000 M1979 500000 p25 p9 240 N 
1980.0000 M1980 500000 p20 p28 240 N 
1981.0000 M1981 500000 p12 t75 240 N 
1982.0000 M1982 500000 t69 p4 240 N 
1983.0000 M1983 500000 t78 t51 240 N 
1984.0000 M1984 500000 p22 p24 240 N 
1985.0000 M1985 500000 t45 t55 240 N 
1986.0000 M1986 500000 t42 t49 240 N 
1987.0000 M1987 500000 t60 p19 240 N 
1988.0000 M1988 500000 p13 p34 240 N 
1989.0000 M1989 500000 t70 t43 240 N 
1990.0000 M1990 500000 p18 t73 240 N 
1991.0000 M1991 500000 p10 p17 240 N 
1992.0000 M1992 500000 t77 p38 240 N 
1993.0000 M1993 500000 t74 p2 240 N 
1994.0000 M1994 500000 p5 t40 240 N 
1995.0000 M1995 500000 t69 t58 240 N 
1996.0000 M1996 500000 t68 p13 240 N 
1997.0000 M1997 500000 p1 t72 240 N 
1998.0000 M1998 500000 p1 p27 240 N 
1999.0000 M1999 500000 t73 p38 240 N 
2000.0000 M2000 500000 p29 p22 240 N 
2001.0000 M2001 500000 p15 t62 240 N 
2002.0000 M2002 500000 p35 p30 240 N 
2003.0000 M2003 500000 p39 t69 240 N 
2004.0000 M2004 500000 p13 t68 240 N 
2005.0000 M2005 500000 p33 t78 240 N 
2006.0000 M2006 500000 t62 t73 240 N 
2007.0000 M2007 500000 t40 p35 240 N 
2008.0000 M2008 500000 t52 p13 240 N 
2009.0000 M2009 500000 p23 t68 240 N 
2010.0000 M2010 500000 p33 t45 240 N 
2011.0000 M2011 500000 p8 p3 240 N 
2012.0000 M2012 500000 t69 t40 240 N 
2013.0000 M2013 500000 p28 p1 240 N 
2014.0000 M2014 500000 p35 t75 240 N 
2015.0000 M2015 500000 p36 t46 240 N 
2016.0000 M2016 500000 t72 t64 240 N 
2017.0000 M2017 500000 t45 p15 240 N 
2018.0000 M2018 500000 p28 p36 240 N 
2019.0000 M2019 500000 p12 p32 240 N 
2020.0000 M2020 500000 p33 t77 240 N 
2021.0000 M2021 500000 t74 p27 240 N 
2022.0000 M2022 500000 t66 p4 240 N 
2023.0000 M2023 500000 p28 t77 240 N 
2024.0000 M2024 500000 t70 t62 240 N 
2025.0000 M2025 500000 t76 p35 240 N 
2026.0000 M2026 500000 t60 p1 240 N 
2027.0000 M2027 500000 p36 t59 240 N 
2028.0000 M2028 500000 t75 t74 240 N 
2029.0000 M2029 500000 p13 t63 240 N 
2030.0000 M2030 500000 p33 p29 240 N 
2031.0000 M2031 500000 t45 p1 240 N 
2032.0000 M2032 500000 p39 t67 240 N 
2033.0000 M2033 500000 p0 t65 240 N 
2034.0000 M2034 500000 t63 p38 240 N 
2035.0000 M2035 500000 p35 p25 240 N 
2036.0000 M2036 500000 p28 p27 240 N 
2037.0000 M2037 500000 p28 p5 240 N 
2038.0000 M2038 500000 p36 t44 240 N 
2039.0000 M2039 500000 p28 t66 240 N 
2040.0000 M2040 500000 p17 p32 240 N 
2041.0000 M2041 500000 t53 t47 240 N 
2042.0000 M2042 500000 t63 p35 240 N 
2043.0000 M2043 500000 t63 p29 240 N 
2044.0000 M2044 500000 p10 t64 240 N 
2045.0000 M2045 500000 p37 t43 240 N 
2046.0000 M2046 500000 t46 p8 240 N 
2047.0000 M2047 500000 p36 p4 240 N 
2048.0000 M2048 500000 t66 p15 240 N 
2049.0000 M2049 500000 p36 p16 240 N 
2050.0000 M2050 500000 t74 p19 240 N 
2051.0000 M2051 500000 t76 p36 240 N 
2052.0000 M2052 500000 t51 t63 240 N 
2053.0000 M2053 500000 t63 p18 240 N 
2054.0000 M2054 500000 p28 t50 240 N 
2055.0000 M2055 500000 p39 t68 240 N 
2056.0000 M2056 500000 t74 p6 240 N 
2057.0000 M2057 500000 t41 p1 240 N 
2058.0000 M2058 500000 t44 p2 240 N 
2059.0000 M2059 500000 t45 t77 240 N 
2060.0000 M2060 500000 t66 p10 240 N 
2061.0000 M2061 500000 p21 p16 240 N 
2062.0000 M2062 500000 p32 t63 240 N 
2063.0000 M2063 500000 t47 p14 240 N 
2064.0000 M2064 500000 p13 t55 240 N 
2065.0000 M2065 500000 t44 t64 240 N 
2066.0000 M2066 500000 p21 p1 240 N 
2067.0000 M2067 500000 p7 p10 240 N 
2068.0000 M2068 500000 t69 t65 240 N 
2069.0000 M2069 500000 p10 p19 240 N 
2070.0000 M2070 500000 t58 t46 240 N 
2071.0000 M2071 500000 t73 t45 240 N 
2072.0000 M2072 500000 p22 t40 240 N 
2073.0000 M2073 500000 t45 t62 240 N 
2074.0000 M2074 500000 t66 p29 240 N 
2075.0000 M2075 500000 t57 t43 240 N 
2076.0000 M2076 500000 p1 t49 240 N 
2077.0000 M2077 500000 t77 t43 240 N 
2078.0000 M2078 500000 t61 t51 240 N 
2079.0000 M2079 500000 p27 t61 240 N 
2080.0000 M2080 500000 t40 p9 240 N 
2081.0000 M2081 500000 t63 p17 240 N 
2082.0000 M2082 500000 p28 t50 240 N 
2083.0000 M2083 500000 p33 t43 240 N 
2084.0000 M2084 500000 p35 t43 240 N 
2085.0000 M2085 500000 p29 t52 240 N 
2086.0000 M2086 500000 p25 p19 240 N 
2087.0000 M2087 500000 p24 p3 240 N 
2088.0000 M2088 500000 p3 t59 240 N 
2089.0000 M2089 500000 t77 t69 240 N 
2090.0000 M2090 500000 t46 p6 240 N 
2091.0000 M2091 500000 t57 t77 240 N 
2092.0000 M2092 500000 t63 t60 240 N 
2093.0000 M2093 500000 p24 p22 240 N 
2094.0000 M2094 500000 p8 t51 240 N 
2095.0000 M2095 500000 p0 t63 240 N 
2096.0000 M2096 500000 p21 t45 240 N 
2097.0000 M2097 500000 t40 p27 240 N 
2098.0000 M2098 500000 t74 t61 240 N 
2099.0000 M2099 500000 t73 p28 240 N 
2100.0000 M2100 500000 t67 t48 240 N 
2101.0000 M2101 500000 t52 p30 240 N 
2102.0000 M2102 500000 t69 p20 240 N 
2103.0000 M2103 500000 t46 p33 240 N 
2104.0000 M2104 500000 p31 p28 240 N 
2105.0000 M2105 500000 t71 p22 240 N 
2106.0000 M2106 500000 t44 p18 240 N 
2107.0000 M2107 500000 p32 t66 240 N 
2108.0000 M2108 500000 p34 p16 240 N 
2109.0000 M2109 500000 p8 p6 240 N 
2110.0000 M2110 500000 p34 t40 240 N 
2111.0000 M2111 500000 t53 p6 240 N 
2112.0000 M2112 500000 t50 t69 240 N 
2113.0000 M2113 500000 t69 p30 240 N 
2114.0000 M2114 500000 t74 p28 240 N 
2115.0000 M2115 500000 p25 t53 240 N 
2116.0000 M2116 500000 p36 t52 240 N 
2117.0000 M2117 500000 t47 p6 240 N 
2118.0000 M2118 500000 t68 p32 240 N 
2119.0000 M2119 500000 t41 p9 240 N 
2120.0000 M2120 500000 t63 t49 240 N 
2121.0000 M2121 500000 t58 p2 240 N 
2122.0000 M2122 500000 t42 t72 240 N 
2123.0000 M2123 500000 p9 p5 240 N 
2124.0000 M2124 500000 p36 p34 240 N 
2125.0000 M2125 500000 t42 t75 240 N 
2126.0000 M2126 500000 t54 t46 240 N 
2127.0000 M2127 500000 t69 p31 240 N 
2128.0000 M2128 500000 t64 p22 240 N 
2129.0000 M2129 500000 t52 t46 240 N 
2130.0000 M2130 500000 t44 p32 240 N 
2131.0000 M2131 500000 t53 t46 240 N 
2132.0000 M2132 500000 p1 t44 240 N 
2133.0000 M2133 500000 t64 t54 240 N 
2134.0000 M2134 500000 p20 p22 240 N 
2135.0000 M2135 500000 p6 t57 240 N 
2136.0000 M2136 500000 p18 t60 240 N 
2137.0000 M2137 500000 p0 t45 240 N 
2138.0000 M2138 500000 p26 p21 240 N 
2139.0000 M2139 500000 p17 t51 240 N 
2140.0000 M2140 500000 p39 p32 240 N 
2141.0000 M2141 500000 t59 t54 240 N 
2142.0000 M2142 500000 p0 t62 240 N 
2143.0000 M2143 500000 p10 t64 240 N 
2144.0000 M2144 500000 p22 t67 240 N 
2145.0000 M2145 500000 p5 p14 240 N 
2146.0000 M2146 500000 p9 p17 240 N 
2147.0000 M2147 500000 p30 p32 240 N 
2148.0000 M2148 500000 p35 t77 240 N 
2149.0000 M2149 500000 p3 t57 240 N 
2150.0000 M2150 500000 t66 p27 240 N 
2151.0000 M2151 500000 t53 t51 240 N 
2152.0000 M2152 500000 p32 p3 240 N 
